ID_MOEDA;DATA_REF;VLR_COTACAO
USD;26/07/2010 00:00:00;7,246417999
USD;26/07/2010 00:00:00;3,29768151
USD;26/07/2010 00:00:00;5,555111349
USD;26/07/2010 00:00:00;6,064724982
USD;26/07/2010 00:00:00;6,480187595
USD;26/07/2010 00:00:00;7,281999171
USD;26/07/2010 00:00:00;5,683741629
USD;26/07/2010 00:00:00;2,671355009
USD;26/07/2010 00:00:00;2,323119819
USD;26/07/2010 00:00:00;4,752888381
USD;26/07/2010 00:00:00;5,876255214
USD;26/07/2010 00:00:00;3,53016305
USD;26/07/2010 00:00:00;4,598697603
USD;26/07/2010 00:00:00;7,555478811
USD;26/07/2010 00:00:00;3,688228667
USD;26/07/2010 00:00:00;2,309412897
USD;26/07/2010 00:00:00;3,124916375
USD;26/07/2010 00:00:00;1,209723592
USD;26/07/2010 00:00:00;4,78923893
USD;26/07/2010 00:00:00;2,12082839
USD;26/07/2010 00:00:00;7,206248522
USD;26/07/2010 00:00:00;4,295332432
USD;26/07/2010 00:00:00;4,781242251
USD;26/07/2010 00:00:00;1,288718641
USD;11/01/2010 00:00:00;3,605659604
USD;11/01/2010 00:00:00;2,550674677
USD;11/01/2010 00:00:00;2,429970562
USD;11/01/2010 00:00:00;7,351566851
USD;11/01/2010 00:00:00;5,150726676
USD;11/01/2010 00:00:00;2,110294104
USD;11/01/2010 00:00:00;1,393387258
USD;11/01/2010 00:00:00;2,257116556
USD;11/01/2010 00:00:00;5,122064888
USD;11/01/2010 00:00:00;4,174714684
USD;11/01/2010 00:00:00;5,28693974
USD;11/01/2010 00:00:00;3,325495899
USD;11/01/2010 00:00:00;6,06114012
USD;11/01/2010 00:00:00;6,080839753
USD;11/01/2010 00:00:00;4,797712088
USD;11/01/2010 00:00:00;5,648062408
USD;11/01/2010 00:00:00;3,626327217
USD;11/01/2010 00:00:00;4,104878306
USD;11/01/2010 00:00:00;2,263477266
USD;11/01/2010 00:00:00;3,656959176
USD;11/01/2010 00:00:00;7,199946642
USD;11/01/2010 00:00:00;7,723686934
USD;11/01/2010 00:00:00;2,829567909
USD;11/01/2010 00:00:00;7,253384531
USD;11/01/2010 00:00:00;4,667002738
USD;11/01/2010 00:00:00;1,461200893
USD;11/01/2010 00:00:00;1,432134807
USD;11/01/2010 00:00:00;3,557172179
USD;11/01/2010 00:00:00;2,273931861
USD;11/01/2010 00:00:00;2,343695223
USD;11/01/2010 00:00:00;6,226595342
USD;11/01/2010 00:00:00;3,206943035
USD;11/01/2010 00:00:00;3,568766236
USD;11/01/2010 00:00:00;7,203532338
USD;11/01/2010 00:00:00;2,626188755
USD;11/01/2010 00:00:00;1,559024394
USD;11/01/2010 00:00:00;4,11760056
USD;11/01/2010 00:00:00;5,87233907
USD;11/01/2010 00:00:00;6,949629664
USD;11/01/2010 00:00:00;1,164676666
USD;11/01/2010 00:00:00;7,036928058
USD;11/01/2010 00:00:00;4,531573653
USD;11/01/2010 00:00:00;6,784314215
USD;11/01/2010 00:00:00;7,986821711
USD;11/01/2010 00:00:00;5,196666062
USD;11/01/2010 00:00:00;6,546596825
USD;11/01/2010 00:00:00;3,914400816
USD;11/01/2010 00:00:00;1,226447523
USD;11/01/2010 00:00:00;3,542757213
USD;11/01/2010 00:00:00;2,331890881
USD;11/01/2010 00:00:00;7,254465997
USD;11/01/2010 00:00:00;7,881387055
USD;11/01/2010 00:00:00;4,834177792
USD;11/01/2010 00:00:00;7,184777737
USD;11/01/2010 00:00:00;7,590051115
USD;11/01/2010 00:00:00;1,429075658
USD;11/01/2010 00:00:00;7,759344041
USD;11/01/2010 00:00:00;1,09811306
USD;11/01/2010 00:00:00;2,667146385
USD;11/01/2010 00:00:00;5,071571827
USD;11/01/2010 00:00:00;3,881892979
USD;11/01/2010 00:00:00;4,100136459
USD;11/01/2010 00:00:00;3,320903838
USD;11/01/2010 00:00:00;3,102699161
USD;11/01/2010 00:00:00;3,405784369
USD;11/01/2010 00:00:00;1,48817873
USD;11/01/2010 00:00:00;4,862318039
USD;11/01/2010 00:00:00;3,266331911
USD;11/01/2010 00:00:00;7,404514909
USD;11/01/2010 00:00:00;6,672528446
USD;29/07/2010 00:00:00;1,972955763
USD;29/07/2010 00:00:00;2,060810745
USD;29/07/2010 00:00:00;6,61109972
USD;29/07/2010 00:00:00;7,001517534
USD;29/07/2010 00:00:00;2,895652115
USD;29/07/2010 00:00:00;4,266004741
USD;29/07/2010 00:00:00;1,787109971
USD;29/07/2010 00:00:00;5,457857788
USD;29/07/2010 00:00:00;5,963745117
USD;29/07/2010 00:00:00;6,07673794
USD;29/07/2010 00:00:00;2,640434325
USD;29/07/2010 00:00:00;3,026338935
USD;29/07/2010 00:00:00;5,866728544
USD;29/07/2010 00:00:00;5,401629031
USD;29/07/2010 00:00:00;4,163452327
USD;29/07/2010 00:00:00;6,932132602
USD;29/07/2010 00:00:00;1,370102763
USD;29/07/2010 00:00:00;5,334142506
USD;29/07/2010 00:00:00;1,912576795
USD;29/07/2010 00:00:00;7,103530467
USD;29/07/2010 00:00:00;1,800624549
USD;29/07/2010 00:00:00;6,07730788
USD;29/07/2010 00:00:00;2,500729024
USD;29/07/2010 00:00:00;7,245429158
USD;29/07/2010 00:00:00;4,16345191
USD;29/07/2010 00:00:00;4,024459243
USD;29/07/2010 00:00:00;2,6091398
USD;29/07/2010 00:00:00;2,295631707
USD;29/07/2010 00:00:00;4,120900452
USD;29/07/2010 00:00:00;2,052766085
USD;29/07/2010 00:00:00;5,764704347
USD;29/07/2010 00:00:00;3,468758523
USD;29/07/2010 00:00:00;4,447401583
USD;29/07/2010 00:00:00;6,75154978
USD;29/07/2010 00:00:00;3,805755556
USD;29/07/2010 00:00:00;3,167818308
USD;29/07/2010 00:00:00;5,635703146
USD;29/07/2010 00:00:00;4,554036617
USD;29/07/2010 00:00:00;3,600044072
USD;29/07/2010 00:00:00;3,121631086
USD;29/07/2010 00:00:00;5,900717556
USD;29/07/2010 00:00:00;5,317877114
USD;29/07/2010 00:00:00;2,882608175
USD;29/07/2010 00:00:00;3,97748971
USD;29/07/2010 00:00:00;5,726536751
USD;29/07/2010 00:00:00;3,341562271
USD;29/07/2010 00:00:00;7,247094333
USD;29/07/2010 00:00:00;4,302981973
USD;29/07/2010 00:00:00;1,073323607
USD;29/07/2010 00:00:00;6,086094379
USD;29/07/2010 00:00:00;4,436352849
USD;29/07/2010 00:00:00;5,28365612
USD;29/07/2010 00:00:00;7,226160526
USD;29/07/2010 00:00:00;6,795523584
USD;29/07/2010 00:00:00;2,903257012
USD;29/07/2010 00:00:00;7,087591767
USD;29/07/2010 00:00:00;7,17319119
USD;29/07/2010 00:00:00;7,283976018
USD;29/07/2010 00:00:00;3,664561152
USD;29/07/2010 00:00:00;5,319688737
USD;29/07/2010 00:00:00;2,022002697
USD;29/07/2010 00:00:00;6,59731853
USD;29/07/2010 00:00:00;1,175526381
USD;29/07/2010 00:00:00;4,333912671
USD;29/07/2010 00:00:00;4,800890148
USD;29/07/2010 00:00:00;7,652906358
USD;29/07/2010 00:00:00;4,081426084
USD;29/07/2010 00:00:00;1,836072624
USD;29/07/2010 00:00:00;6,270340502
USD;29/07/2010 00:00:00;1,743465781
USD;22/01/2010 00:00:00;5,248682439
USD;22/01/2010 00:00:00;5,72708708
USD;22/01/2010 00:00:00;4,604826331
USD;22/01/2010 00:00:00;7,166628957
USD;22/01/2010 00:00:00;4,808984458
USD;22/01/2010 00:00:00;2,573360026
USD;22/01/2010 00:00:00;6,668757915
USD;22/01/2010 00:00:00;7,806186736
USD;22/01/2010 00:00:00;5,117578387
USD;22/01/2010 00:00:00;3,488218248
USD;22/01/2010 00:00:00;5,945747793
USD;22/01/2010 00:00:00;1,338397264
USD;22/01/2010 00:00:00;3,352285981
USD;22/01/2010 00:00:00;5,248999536
USD;22/01/2010 00:00:00;3,963071406
USD;22/01/2010 00:00:00;3,292557478
USD;22/01/2010 00:00:00;6,529180288
USD;22/01/2010 00:00:00;7,696056545
USD;22/01/2010 00:00:00;5,069458961
USD;22/01/2010 00:00:00;5,49137491
USD;22/01/2010 00:00:00;7,000554144
USD;22/01/2010 00:00:00;7,487484515
USD;22/01/2010 00:00:00;5,633655369
USD;22/01/2010 00:00:00;3,694494247
USD;22/01/2010 00:00:00;7,460143685
USD;22/01/2010 00:00:00;5,148597956
USD;22/01/2010 00:00:00;6,852068186
USD;22/01/2010 00:00:00;1,465777099
USD;22/01/2010 00:00:00;6,376563728
USD;22/01/2010 00:00:00;1,777707219
USD;22/01/2010 00:00:00;1,448491573
USD;22/01/2010 00:00:00;1,296650231
USD;22/01/2010 00:00:00;1,43500036
USD;22/01/2010 00:00:00;6,64289993
USD;22/01/2010 00:00:00;7,004824936
USD;22/01/2010 00:00:00;7,099157453
USD;22/01/2010 00:00:00;2,747069776
USD;22/01/2010 00:00:00;4,19303453
USD;22/01/2010 00:00:00;5,527342021
USD;22/01/2010 00:00:00;1,503420651
USD;22/01/2010 00:00:00;7,353184879
USD;22/01/2010 00:00:00;5,561798751
USD;22/01/2010 00:00:00;7,779657006
USD;22/01/2010 00:00:00;4,563385129
USD;22/01/2010 00:00:00;6,6264714
USD;22/01/2010 00:00:00;1,260547519
USD;22/01/2010 00:00:00;4,879026949
USD;22/01/2010 00:00:00;6,542593479
USD;22/01/2010 00:00:00;3,029844522
USD;22/01/2010 00:00:00;2,642351508
USD;22/01/2010 00:00:00;4,406032562
USD;22/01/2010 00:00:00;6,93308723
USD;22/01/2010 00:00:00;1,486503959
USD;22/01/2010 00:00:00;7,207079232
USD;22/01/2010 00:00:00;5,672546864
USD;22/01/2010 00:00:00;2,149522305
USD;22/01/2010 00:00:00;7,80066967
USD;22/01/2010 00:00:00;4,677812397
USD;22/01/2010 00:00:00;6,743697882
USD;22/01/2010 00:00:00;4,273961365
USD;22/01/2010 00:00:00;2,911015868
USD;22/01/2010 00:00:00;5,902216673
USD;22/01/2010 00:00:00;6,186703324
USD;22/01/2010 00:00:00;3,083300769
USD;22/01/2010 00:00:00;3,864257395
USD;22/01/2010 00:00:00;3,462006867
USD;22/01/2010 00:00:00;2,384922802
USD;22/01/2010 00:00:00;3,739691794
USD;22/01/2010 00:00:00;3,997395456
USD;22/01/2010 00:00:00;1,417477846
USD;24/06/2010 00:00:00;5,758671999
USD;24/06/2010 00:00:00;3,652588248
USD;24/06/2010 00:00:00;1,49722141
USD;24/06/2010 00:00:00;2,236866176
USD;24/06/2010 00:00:00;4,827701092
USD;24/06/2010 00:00:00;2,964912295
USD;24/06/2010 00:00:00;6,573895514
USD;24/06/2010 00:00:00;5,451574683
USD;24/06/2010 00:00:00;1,47713083
USD;24/06/2010 00:00:00;2,161623716
USD;24/06/2010 00:00:00;3,64931798
USD;24/06/2010 00:00:00;7,887018025
USD;24/06/2010 00:00:00;4,66644448
USD;24/06/2010 00:00:00;7,299491644
USD;24/06/2010 00:00:00;6,598359942
USD;24/06/2010 00:00:00;4,365792572
USD;24/06/2010 00:00:00;3,698267281
USD;24/06/2010 00:00:00;6,34695816
USD;24/06/2010 00:00:00;7,407749712
USD;24/06/2010 00:00:00;2,552941084
USD;24/06/2010 00:00:00;4,05882585
USD;24/06/2010 00:00:00;2,504200816
USD;24/06/2010 00:00:00;5,059397817
USD;24/06/2010 00:00:00;2,041051447
USD;24/06/2010 00:00:00;6,731344879
USD;24/06/2010 00:00:00;5,003153622
USD;24/06/2010 00:00:00;3,184460461
USD;24/06/2010 00:00:00;2,932564259
USD;24/06/2010 00:00:00;3,200067043
USD;24/06/2010 00:00:00;5,73514384
USD;24/06/2010 00:00:00;7,940962851
USD;24/06/2010 00:00:00;3,049134851
USD;24/06/2010 00:00:00;6,168063879
USD;24/06/2010 00:00:00;7,70903039
USD;24/06/2010 00:00:00;6,6480757
USD;24/06/2010 00:00:00;1,024989307
USD;24/06/2010 00:00:00;6,622503519
USD;24/06/2010 00:00:00;3,27701515
USD;24/06/2010 00:00:00;4,275068283
USD;24/06/2010 00:00:00;1,324445844
USD;24/06/2010 00:00:00;7,314583778
USD;24/06/2010 00:00:00;3,631712437
USD;24/06/2010 00:00:00;4,33576268
USD;24/06/2010 00:00:00;2,649365604
USD;24/06/2010 00:00:00;7,13695997
USD;24/06/2010 00:00:00;7,437841356
USD;24/06/2010 00:00:00;3,298170924
USD;24/06/2010 00:00:00;5,174938262
USD;24/06/2010 00:00:00;5,415352643
USD;24/06/2010 00:00:00;1,974428594
USD;24/06/2010 00:00:00;6,74216038
USD;24/06/2010 00:00:00;4,923197687
USD;24/06/2010 00:00:00;4,55137676
USD;24/06/2010 00:00:00;5,894660592
USD;24/06/2010 00:00:00;2,911268294
USD;24/06/2010 00:00:00;7,710490286
USD;24/06/2010 00:00:00;3,520971835
USD;24/06/2010 00:00:00;7,961747289
USD;24/06/2010 00:00:00;6,681392968
USD;24/06/2010 00:00:00;7,211119294
USD;24/06/2010 00:00:00;3,980462492
USD;24/06/2010 00:00:00;4,989665329
USD;24/06/2010 00:00:00;1,223281562
USD;24/06/2010 00:00:00;2,602660179
USD;24/06/2010 00:00:00;3,404415011
USD;24/06/2010 00:00:00;4,425608277
USD;24/06/2010 00:00:00;5,904884458
USD;24/06/2010 00:00:00;3,658643126
USD;24/06/2010 00:00:00;7,023450613
USD;24/06/2010 00:00:00;1,330165684
USD;31/05/2010 00:00:00;5,378465533
USD;31/05/2010 00:00:00;1,149402618
USD;31/05/2010 00:00:00;2,525682032
USD;31/05/2010 00:00:00;2,349084198
USD;31/05/2010 00:00:00;5,328916669
USD;31/05/2010 00:00:00;2,026488781
USD;31/05/2010 00:00:00;5,310160816
USD;31/05/2010 00:00:00;7,796243668
USD;31/05/2010 00:00:00;4,721369803
USD;31/05/2010 00:00:00;5,802310348
USD;31/05/2010 00:00:00;1,567283511
USD;31/05/2010 00:00:00;6,849443376
USD;31/05/2010 00:00:00;6,934199154
USD;31/05/2010 00:00:00;6,797439933
USD;31/05/2010 00:00:00;6,680734158
USD;31/05/2010 00:00:00;5,56332916
USD;31/05/2010 00:00:00;1,320234716
USD;31/05/2010 00:00:00;7,093653321
USD;31/05/2010 00:00:00;1,142004669
USD;31/05/2010 00:00:00;6,033303618
USD;31/05/2010 00:00:00;5,46467495
USD;31/05/2010 00:00:00;5,584721088
USD;31/05/2010 00:00:00;1,762856245
USD;31/05/2010 00:00:00;3,89858979
USD;31/05/2010 00:00:00;5,322913945
USD;31/05/2010 00:00:00;7,675410211
USD;31/05/2010 00:00:00;1,262219369
USD;31/05/2010 00:00:00;7,512110829
USD;31/05/2010 00:00:00;2,028507352
USD;31/05/2010 00:00:00;1,01787883
USD;31/05/2010 00:00:00;1,588833988
USD;31/05/2010 00:00:00;6,595072985
USD;31/05/2010 00:00:00;6,657863975
USD;31/05/2010 00:00:00;4,039189219
USD;31/05/2010 00:00:00;1,549703836
USD;31/05/2010 00:00:00;5,105415642
USD;31/05/2010 00:00:00;4,661967158
USD;31/05/2010 00:00:00;2,274401248
USD;31/05/2010 00:00:00;3,587605119
USD;31/05/2010 00:00:00;6,765674353
USD;31/05/2010 00:00:00;5,042197824
USD;31/05/2010 00:00:00;7,830475926
USD;31/05/2010 00:00:00;3,79560262
USD;31/05/2010 00:00:00;4,422769845
USD;31/05/2010 00:00:00;5,911403716
USD;31/05/2010 00:00:00;3,598446906
USD;31/05/2010 00:00:00;4,959059238
USD;31/05/2010 00:00:00;1,842851818
USD;31/05/2010 00:00:00;3,371560037
USD;31/05/2010 00:00:00;4,920583308
USD;31/05/2010 00:00:00;2,220807731
USD;31/05/2010 00:00:00;3,774438918
USD;31/05/2010 00:00:00;3,045520365
USD;31/05/2010 00:00:00;2,142701387
USD;31/05/2010 00:00:00;2,317936122
USD;31/05/2010 00:00:00;5,943352878
USD;31/05/2010 00:00:00;4,338219345
USD;31/05/2010 00:00:00;1,834593534
USD;31/05/2010 00:00:00;6,684936941
USD;31/05/2010 00:00:00;2,485840082
USD;31/05/2010 00:00:00;7,217945635
USD;31/05/2010 00:00:00;2,724051893
USD;31/05/2010 00:00:00;1,8639763
USD;31/05/2010 00:00:00;1,128690362
USD;31/05/2010 00:00:00;1,814227581
USD;31/05/2010 00:00:00;3,917034388
USD;31/05/2010 00:00:00;2,658170462
USD;31/05/2010 00:00:00;5,869957924
USD;31/05/2010 00:00:00;7,106191993
USD;31/05/2010 00:00:00;1,884616792
USD;04/01/2010 00:00:00;7,81613189
USD;04/01/2010 00:00:00;7,384095132
USD;04/01/2010 00:00:00;1,27938056
USD;04/01/2010 00:00:00;2,3160882
USD;04/01/2010 00:00:00;6,281442225
USD;04/01/2010 00:00:00;1,200045049
USD;04/01/2010 00:00:00;4,591237903
USD;04/01/2010 00:00:00;4,70207113
USD;04/01/2010 00:00:00;1,753920794
USD;04/01/2010 00:00:00;3,776550114
USD;04/01/2010 00:00:00;6,415525734
USD;04/01/2010 00:00:00;6,932521462
USD;04/01/2010 00:00:00;6,814058304
USD;04/01/2010 00:00:00;3,855210125
USD;04/01/2010 00:00:00;5,706837118
USD;04/01/2010 00:00:00;7,211156011
USD;04/01/2010 00:00:00;7,295290112
USD;04/01/2010 00:00:00;2,098312438
USD;04/01/2010 00:00:00;7,823798537
USD;04/01/2010 00:00:00;6,556546986
USD;04/01/2010 00:00:00;4,607322633
USD;04/01/2010 00:00:00;1,573344648
USD;04/01/2010 00:00:00;2,880322158
USD;04/01/2010 00:00:00;2,955402732
USD;04/01/2010 00:00:00;1,014452934
USD;04/01/2010 00:00:00;4,071434617
USD;04/01/2010 00:00:00;7,139849305
USD;04/01/2010 00:00:00;5,356821597
USD;04/01/2010 00:00:00;3,213508189
USD;04/01/2010 00:00:00;1,524654865
USD;04/01/2010 00:00:00;1,879226565
USD;04/01/2010 00:00:00;7,271928012
USD;04/01/2010 00:00:00;5,532391369
USD;04/01/2010 00:00:00;1,720351517
USD;04/01/2010 00:00:00;3,207328975
USD;04/01/2010 00:00:00;5,485272884
USD;04/01/2010 00:00:00;2,460248291
USD;04/01/2010 00:00:00;3,004833937
USD;04/01/2010 00:00:00;7,494310439
USD;04/01/2010 00:00:00;5,248553932
USD;04/01/2010 00:00:00;6,506791174
USD;04/01/2010 00:00:00;5,193306506
USD;04/01/2010 00:00:00;7,274716377
USD;04/01/2010 00:00:00;4,614371777
USD;04/01/2010 00:00:00;5,958896875
USD;04/01/2010 00:00:00;7,106927156
USD;04/01/2010 00:00:00;5,260678709
USD;04/01/2010 00:00:00;7,748299479
USD;04/01/2010 00:00:00;7,656096101
USD;04/01/2010 00:00:00;6,491863012
USD;04/01/2010 00:00:00;3,506830573
USD;04/01/2010 00:00:00;7,534967661
USD;04/01/2010 00:00:00;5,269044638
USD;04/01/2010 00:00:00;7,858977497
USD;04/01/2010 00:00:00;1,367953181
USD;04/01/2010 00:00:00;1,788356662
USD;04/01/2010 00:00:00;2,327424407
USD;04/01/2010 00:00:00;1,252955139
USD;04/01/2010 00:00:00;3,55297482
USD;04/01/2010 00:00:00;2,525430858
USD;04/01/2010 00:00:00;4,654043913
USD;04/01/2010 00:00:00;5,829802632
USD;04/01/2010 00:00:00;4,931358337
USD;04/01/2010 00:00:00;3,264967978
USD;04/01/2010 00:00:00;7,645025671
USD;04/01/2010 00:00:00;5,504217327
USD;04/01/2010 00:00:00;3,745916069
USD;04/01/2010 00:00:00;5,567544878
USD;04/01/2010 00:00:00;2,115797818
USD;04/01/2010 00:00:00;2,436116815
USD;12/11/2010 00:00:00;1,136606514
USD;12/11/2010 00:00:00;1,195155084
USD;12/11/2010 00:00:00;4,479226828
USD;12/11/2010 00:00:00;3,369236469
USD;12/11/2010 00:00:00;2,449298441
USD;12/11/2010 00:00:00;1,159603536
USD;12/11/2010 00:00:00;5,991203189
USD;12/11/2010 00:00:00;1,73114866
USD;12/11/2010 00:00:00;6,998994112
USD;12/11/2010 00:00:00;7,352212727
USD;12/11/2010 00:00:00;6,002846062
USD;12/11/2010 00:00:00;7,579465508
USD;12/11/2010 00:00:00;4,682941437
USD;12/11/2010 00:00:00;5,774012387
USD;12/11/2010 00:00:00;4,471815526
USD;12/11/2010 00:00:00;7,560309529
USD;12/11/2010 00:00:00;2,648227811
USD;12/11/2010 00:00:00;4,347162306
USD;12/11/2010 00:00:00;5,022652984
USD;12/11/2010 00:00:00;6,938117802
USD;12/11/2010 00:00:00;5,851610124
USD;12/11/2010 00:00:00;7,634831846
USD;12/11/2010 00:00:00;5,137823761
USD;12/11/2010 00:00:00;4,058431983
USD;12/11/2010 00:00:00;6,003819466
USD;12/11/2010 00:00:00;6,476069093
USD;12/11/2010 00:00:00;1,95830214
USD;12/11/2010 00:00:00;5,186176836
USD;12/11/2010 00:00:00;7,425553858
USD;12/11/2010 00:00:00;6,763105869
USD;12/11/2010 00:00:00;7,478166461
USD;12/11/2010 00:00:00;4,15851897
USD;12/11/2010 00:00:00;1,063010037
USD;12/11/2010 00:00:00;7,717217743
USD;12/11/2010 00:00:00;7,704881847
USD;12/11/2010 00:00:00;4,363738537
USD;12/11/2010 00:00:00;1,052085221
USD;12/11/2010 00:00:00;1,092253447
USD;12/11/2010 00:00:00;1,863033354
USD;12/11/2010 00:00:00;6,667798698
USD;12/11/2010 00:00:00;6,046046317
USD;12/11/2010 00:00:00;3,988726199
USD;12/11/2010 00:00:00;3,488448143
USD;12/11/2010 00:00:00;4,287515163
USD;12/11/2010 00:00:00;5,134512186
USD;12/11/2010 00:00:00;6,283396959
USD;12/11/2010 00:00:00;7,830710828
USD;12/11/2010 00:00:00;6,310496211
USD;12/11/2010 00:00:00;5,178162217
USD;12/11/2010 00:00:00;1,163877249
USD;12/11/2010 00:00:00;5,059322715
USD;12/11/2010 00:00:00;7,419811487
USD;12/11/2010 00:00:00;6,06434989
USD;12/11/2010 00:00:00;5,694054782
USD;12/11/2010 00:00:00;1,613499522
USD;12/11/2010 00:00:00;4,020597339
USD;12/11/2010 00:00:00;5,092440963
USD;12/11/2010 00:00:00;6,810505569
USD;12/11/2010 00:00:00;7,561918378
USD;12/11/2010 00:00:00;2,027622402
USD;12/11/2010 00:00:00;5,477547407
USD;12/11/2010 00:00:00;3,56933701
USD;12/11/2010 00:00:00;4,685251236
USD;12/11/2010 00:00:00;2,262475073
USD;12/11/2010 00:00:00;7,621674001
USD;12/11/2010 00:00:00;6,903381526
USD;12/11/2010 00:00:00;1,318237007
USD;12/11/2010 00:00:00;4,79693979
USD;12/11/2010 00:00:00;4,012383282
USD;12/11/2010 00:00:00;1,73125422
USD;04/02/2010 00:00:00;2,387845516
USD;04/02/2010 00:00:00;6,010450959
USD;04/02/2010 00:00:00;6,529143989
USD;04/02/2010 00:00:00;3,535592496
